scenario,seed,sensor,expert,threshold,best_action,tp,tn,fp,fn,accuracy,precision,recall,f1,fpr,fnr,specificity,balanced_accuracy,mcc,reward,roc_auc,pr_auc,n_events,event_detection_rate,event_precision,mean_detection_delay,median_detection_delay,early_detection_rate
high,123,sensor_501_multivar_labeled,spike,0.6,z_w21_t3,15,1716,3,11,0.9919770773638968,0.8333333333333334,0.5769230769230769,0.6818181818181818,0.0017452006980802,0.4230769230769231,0.9982547993019196,0.7875889381124983,0.6896748099665613,0.6047205848252969,0.8801852597664115,0.5471533514882008,25,0.56,0.8235294117647058,0.0,0.0,0.56
high,123,sensor_501_multivar_labeled,drift,0.25,mean_shift_12_72,0,1593,152,0,0.9128939828080228,0.0,0.0,0.0,0.087106017191977,0.0,0.9128939828080228,0.4564469914040114,0.0,-0.0087106017191977,,,0,,,,,
high,123,sensor_501_multivar_labeled,flat,0.775,flat_std_w18,0,1647,5,93,0.943839541547278,0.0,0.0,0.0,0.0030266343825665,1.0,0.9969733656174334,0.4984866828087167,-0.0127188202838565,-0.0003026634382566,0.9465750214793408,0.7690126547128615,1,0.0,0.0,,,0.0
high,123,sensor_501_multivar_labeled,dropout,0.525,dropout_w24,0,1725,20,0,0.988538681948424,0.0,0.0,0.0,0.0114613180515759,0.0,0.988538681948424,0.494269340974212,0.0,-0.0011461318051575,,,0,,,,,
high,123,sensor_502_multivar_labeled,spike,0.7,z_w21_t3,13,1925,2,7,0.99537750385208,0.8666666666666667,0.65,0.7428571428571429,0.0010378827192527,0.35,0.9989621172807472,0.8244810586403737,0.7483866132939008,0.6591819260137891,0.8594836533471718,0.6515569754211656,19,0.6842105263157895,0.8666666666666667,0.0769230769230769,0.0,0.6842105263157895
high,123,sensor_502_multivar_labeled,drift,0.4999999999999999,slope_w36_t2.2,0,1923,24,0,0.987673343605547,0.0,0.0,0.0,0.012326656394453,0.0,0.987673343605547,0.4938366718027735,0.0,-0.0012326656394453,,,0,,,,,
high,123,sensor_502_multivar_labeled,flat,0.4249999999999999,flat_std_w36,86,1689,155,17,0.91165896250642,0.3568464730290456,0.8349514563106796,0.5,0.084056399132321,0.1650485436893204,0.915943600867679,0.8754475285891793,0.5103642926063844,0.5206067679343287,0.926768527683592,0.4575137518554597,1,1.0,0.125,0.0,0.0,1.0
high,123,sensor_502_multivar_labeled,dropout,0.75,flat_std_w18,60,1762,108,17,0.935798664612224,0.3571428571428571,0.7792207792207793,0.4897959183673469,0.0577540106951871,0.2207792207792207,0.9422459893048128,0.860733384262796,0.500771821184617,0.5019704245334498,0.9439822209875688,0.3559240635419016,1,1.0,0.125,9.0,9.0,1.0
high,123,sensor_505_multivar_labeled,spike,0.65,z_w21_t3,17,1951,1,12,0.9934376577486118,0.9444444444444444,0.5862068965517241,0.7234042553191489,0.0005122950819672,0.4137931034482758,0.9994877049180328,0.7928473007348784,0.741333668057769,0.6430094210176043,0.8751413227812322,0.6138103874746627,29,0.5862068965517241,0.9444444444444444,0.0,0.0,0.5862068965517241
high,123,sensor_505_multivar_labeled,drift,0.2249999999999999,slope_w36_t2.2,45,1398,161,377,0.7284199899040888,0.2184466019417475,0.1066350710900474,0.143312101910828,0.1032713277742142,0.8933649289099526,0.8967286722257858,0.5016818716579166,0.0045120026076704,0.1189208247007275,0.4936791113516077,0.2109200101890525,2,1.0,0.2247191011235955,8.5,8.5,1.0
high,123,sensor_505_multivar_labeled,flat,0.675,flat_std_w18,83,1833,43,22,0.9671882887430592,0.6587301587301587,0.7904761904761904,0.7186147186147186,0.0229211087420042,0.2095238095238095,0.9770788912579956,0.8837775408670931,0.7046336648844066,0.6570368934548039,0.9339044573053102,0.597504186850048,1,1.0,0.5,5.0,5.0,1.0
high,123,sensor_505_multivar_labeled,dropout,0.875,dropout_w24,56,1898,4,23,0.9863705199394244,0.9333333333333332,0.7088607594936709,0.8057553956834533,0.0021030494216614,0.2911392405063291,0.9978969505783386,0.8533788550360047,0.8069563608213643,0.7150378509634892,0.9471575556709126,0.7951402521641657,1,1.0,0.5,12.0,12.0,1.0
high,123,sensor_506_multivar_labeled,spike,0.825,z_w21_t3,40,5674,2,13,0.9973817420143132,0.9523809523809524,0.7547169811320755,0.8421052631578947,0.000352360817477,0.2452830188679245,0.9996476391825228,0.8771823101572992,0.8465920398584099,0.7481843695360704,0.9531077559269748,0.7544513588911005,53,0.7547169811320755,0.9523809523809524,0.0,0.0,0.7547169811320755
high,123,sensor_506_multivar_labeled,drift,0.25,mean_shift_12_72,0,5211,518,0,0.909582824227614,0.0,0.0,0.0,0.0904171757723861,0.0,0.909582824227614,0.4547914121138069,0.0,-0.0090417175772386,,,0,,,,,
high,123,sensor_506_multivar_labeled,flat,0.4999999999999999,low_range_w24,294,4693,731,11,0.8704835049746902,0.2868292682926829,0.9639344262295082,0.4421052631578946,0.1347713864306784,0.0360655737704918,0.8652286135693216,0.9145815198994148,0.485684345864299,0.5176749478907396,0.9370977199090864,0.4549015611673229,1,1.0,0.0181818181818181,0.0,0.0,1.0
high,123,sensor_506_multivar_labeled,dropout,0.75,dropout_w24,259,5359,86,25,0.9806248909059172,0.7507246376811594,0.9119718309859156,0.8235294117647058,0.0157943067033976,0.0880281690140845,0.9842056932966023,0.9480887621412588,0.8176926362747734,0.7552090495717264,0.9691091452295038,0.7484186885159507,2,1.0,0.25,4.5,4.5,1.0
high,123,sensor_507_multivar_labeled,spike,0.725,z_w21_t3,14,1976,1,6,0.9964947421131698,0.9333333333333332,0.7,0.8,0.0005058168942842,0.3,0.9994941831057156,0.8497470915528578,0.8066868643732215,0.7099494183105717,0.9062089023773394,0.6538519442463111,20,0.7,0.9333333333333332,0.0,0.0,0.7
high,123,sensor_507_multivar_labeled,drift,0.25,mean_shift_12_72,21,1575,157,244,0.7991987981972959,0.1179775280898876,0.0792452830188679,0.0948081264108352,0.0906466512702078,0.920754716981132,0.909353348729792,0.49429931587433,-0.0135746144425552,0.0750692058769985,0.511880691969149,0.1364582416112916,2,1.0,0.1481481481481481,8.0,8.0,0.5
high,123,sensor_507_multivar_labeled,flat,0.4999999999999999,flat_std_w18,0,1761,130,106,0.8818227341011518,0.0,0.0,0.0,0.0687466948704389,1.0,0.9312533051295612,0.4656266525647805,-0.0624750605036216,-0.0068746694870438,0.4299312533051295,0.0530796194291437,1,0.0,0.0,,,0.0
high,123,sensor_507_multivar_labeled,dropout,0.775,dropout_w24,82,1854,39,22,0.969454181271908,0.6776859504132231,0.7884615384615384,0.7288888888888889,0.0206022187004754,0.2115384615384615,0.9793977812995246,0.8839296598805315,0.7150963054552172,0.6641311322303975,0.960667337153074,0.6380389583107392,1,1.0,0.2,11.0,11.0,1.0
high,123,sensor_508_multivar_labeled,spike,0.75,z_w21_t3,13,1915,1,12,0.9933024214322514,0.9285714285714286,0.52,0.6666666666666666,0.0005219206680584,0.48,0.9994780793319415,0.7597390396659708,0.6921976295158685,0.5952335222189084,0.940615866388309,0.5463709376944434,25,0.52,0.9285714285714286,0.0,0.0,0.52
high,123,sensor_508_multivar_labeled,drift,0.25,mean_shift_12_72,40,1378,151,372,0.7305512622359609,0.2094240837696335,0.0970873786407767,0.132669983416252,0.0987573577501635,0.9029126213592232,0.9012426422498364,0.4991650104453066,-0.0022925967960011,0.1103655829199751,0.5145512010515153,0.2152074403812258,2,1.0,0.2065217391304347,5.5,5.5,1.0
high,123,sensor_508_multivar_labeled,flat,0.6,flat_std_w18,84,1772,66,19,0.9562081401339516,0.56,0.8155339805825242,0.6640316205533596,0.0359085963003264,0.1844660194174757,0.9640914036996736,0.8898126921410989,0.6544612154116691,0.6238835637937364,0.9207639160336796,0.5497198603273874,1,1.0,0.25,8.0,8.0,1.0
high,123,sensor_508_multivar_labeled,dropout,0.725,dropout_w12,60,1859,5,17,0.988665636269964,0.9230769230769232,0.7792207792207793,0.8450704225352113,0.0026824034334763,0.2207792207792207,0.9973175965665236,0.8882691878936515,0.842477176520894,0.7522412220252697,0.9494663062259628,0.8027072184838747,1,1.0,0.5,9.0,9.0,1.0
high,123,sensor_509_multivar_labeled,spike,0.75,z_w21_t3,133,12668,16,28,0.9965745426235888,0.8926174496644296,0.8260869565217391,0.8580645161290322,0.0012614317250078,0.1739130434782608,0.998738568274992,0.9124127623983656,0.8569915813201922,0.7677215934917498,0.9763694565070486,0.8750481537898813,159,0.8364779874213837,0.8986486486486487,0.0,0.0,0.8364779874213837
high,123,sensor_509_multivar_labeled,drift,0.05,slope_w36_t2.2,0,11614,1231,0,0.9041650447644998,0.0,0.0,0.0,0.0958349552355001,0.0,0.9041650447644998,0.4520825223822499,0.0,-0.00958349552355,,,0,,,,,
high,123,sensor_509_multivar_labeled,flat,0.775,flat_std_w36,79,11586,153,1027,0.9081354612689764,0.3405172413793103,0.0714285714285714,0.1180866965620328,0.0130334781497572,0.9285714285714286,0.9869665218502428,0.5291975466394071,0.1230031634576576,0.124341823273407,0.959037216480759,0.6411744999511692,2,1.0,0.2962962962962963,144.5,144.5,0.5
high,123,sensor_509_multivar_labeled,dropout,0.875,flat_std_w18,0,12544,301,0,0.976566757493188,0.0,0.0,0.0,0.0234332425068119,0.0,0.976566757493188,0.488283378746594,0.0,-0.0023433242506811,,,0,,,,,
high,123,sensor_510_multivar_labeled,spike,0.75,z_w21_t3,98,9495,7,16,0.9976081530782028,0.9333333333333332,0.8596491228070176,0.8949771689497716,0.0007366870132603,0.1403508771929824,0.9992633129867396,0.9294562178968786,0.8945427270042929,0.8005607941681764,0.972745811592758,0.8779929657677267,112,0.875,0.9333333333333332,0.0204081632653061,0.0,0.875
high,123,sensor_510_multivar_labeled,drift,0.05,ewma_s24_w48_t2.5,108,7726,865,917,0.8146838602329451,0.1109969167523124,0.1053658536585365,0.1081081081081081,0.1006867652194156,0.8946341463414634,0.8993132347805843,0.5023395442195605,0.0047880245597857,0.0868392657371149,0.50221314989311,0.1069733977079344,1,1.0,0.1088435374149659,1.0,1.0,1.0
high,123,sensor_510_multivar_labeled,flat,0.775,flat_std_w36,75,8560,544,437,0.8979825291181365,0.1211631663974151,0.146484375,0.1326259946949602,0.0597539543057996,0.853515625,0.9402460456942004,0.5433652103471002,0.0793466093662681,0.1158260896417644,0.9208247447893784,0.319545879668643,1,1.0,0.28,113.0,113.0,0.0
high,123,sensor_510_multivar_labeled,dropout,0.7999999999999999,flat_std_w18,365,8935,297,19,0.9671381031613976,0.5513595166163142,0.9505208333333334,0.6978967495219885,0.0321707105719237,0.0494791666666666,0.9678292894280762,0.9591750613807049,0.7102058719866037,0.6786966437201497,0.9709225835860774,0.534072378616656,1,1.0,0.0416666666666666,8.0,8.0,1.0
high,123,sensor_511_multivar_labeled,spike,0.875,z_w21_t3,28,4016,0,17,0.9958138389559222,1.0,0.6222222222222222,0.7671232876712328,0.0,0.3777777777777777,1.0,0.8111111111111111,0.7871463751613744,0.6818721461187215,0.9254980079681276,0.7617916410886703,45,0.6222222222222222,1.0,0.0,0.0,0.6222222222222222
high,123,sensor_511_multivar_labeled,drift,0.25,slope_w36_t2.2,57,3138,382,484,0.7867520315193303,0.1298405466970387,0.1053604436229205,0.1163265306122449,0.1085227272727272,0.8946395563770795,0.8914772727272727,0.4984188581750966,-0.0034607027955518,0.0925788811396694,0.5027358847252562,0.1361285699277253,2,1.0,0.1333333333333333,50.0,50.0,0.5
high,123,sensor_511_multivar_labeled,flat,0.75,flat_std_w18,0,3767,78,216,0.9276040384141836,0.0,0.0,0.0,0.0202860858257477,1.0,0.9797139141742522,0.4898569570871261,-0.0331681196675371,-0.0020286085825747,0.446248133699369,0.051093205426924,1,0.0,0.0,,,0.0
high,123,sensor_511_multivar_labeled,dropout,0.7999999999999999,dropout_w24,0,3993,68,0,0.9832553558236888,0.0,0.0,0.0,0.0167446441763112,0.0,0.9832553558236888,0.4916276779118443,0.0,-0.0016744644176311,,,0,,,,,
high,321,sensor_501_multivar_labeled,spike,0.7999999999999999,z_w21_t3,12,1721,1,11,0.9931232091690544,0.9230769230769232,0.5217391304347826,0.6666666666666667,0.0005807200929152,0.4782608695652174,0.9994192799070848,0.7605792051709337,0.6912014209539543,0.5949252055826817,0.9271448770388324,0.618991779229961,23,0.5217391304347826,0.9230769230769232,0.0,0.0,0.5217391304347826
high,321,sensor_501_multivar_labeled,drift,0.25,slope_w36_t2.2,26,1330,87,302,0.7770773638968481,0.2300884955752212,0.0792682926829268,0.1179138321995465,0.0613973182780522,0.9207317073170732,0.9386026817219478,0.5089354872024373,0.0283707476500352,0.1052152548031519,0.5191081295075478,0.1941768475033867,2,1.0,0.1636363636363636,46.5,46.5,0.5
high,321,sensor_501_multivar_labeled,flat,0.775,flat_std_w18,0,1665,80,0,0.9541547277936964,0.0,0.0,0.0,0.0458452722063037,0.0,0.9541547277936964,0.4770773638968481,0.0,-0.0045845272206303,,,0,,,,,
high,321,sensor_501_multivar_labeled,dropout,0.7999999999999999,dropout_w24,98,1595,12,40,0.9702005730659026,0.8909090909090909,0.7101449275362319,0.7903225806451614,0.0074673304293715,0.2898550724637681,0.9925326695706284,0.8513387985534302,0.7802762139235063,0.7015782701446187,0.9241272332097796,0.7572060901705704,2,1.0,0.5,9.0,9.0,1.0
high,321,sensor_502_multivar_labeled,spike,0.675,z_w21_t3,9,1924,2,12,0.9928094504365692,0.8181818181818182,0.4285714285714285,0.5625,0.0010384215991692,0.5714285714285714,0.9989615784008308,0.7137665034861297,0.589194140330844,0.5043198591387844,0.8997552291944815,0.457668578457673,21,0.4285714285714285,0.8181818181818182,0.0,0.0,0.4285714285714285
high,321,sensor_502_multivar_labeled,drift,0.25,slope_w36_t2.2,0,1825,122,0,0.9373394966615306,0.0,0.0,0.0,0.0626605033384694,0.0,0.9373394966615306,0.4686697483307653,0.0,-0.0062660503338469,,,0,,,,,
high,321,sensor_502_multivar_labeled,flat,0.6,flat_std_w18,0,1774,173,0,0.911145351823318,0.0,0.0,0.0,0.088854648176682,0.0,0.911145351823318,0.4555726759116589,0.0,-0.0088854648176682,,,0,,,,,
high,321,sensor_502_multivar_labeled,dropout,0.775,dropout_w24,60,1761,109,17,0.9352850539291218,0.3550295857988165,0.7792207792207793,0.4878048780487805,0.0582887700534759,0.2207792207792207,0.941711229946524,0.8604660045836516,0.4990582550138333,0.5007039897526598,0.907556080283353,0.3141012911403765,1,1.0,0.125,9.0,9.0,1.0
high,321,sensor_505_multivar_labeled,spike,0.625,z_w21_t3,20,1949,2,10,0.993942453306411,0.9090909090909092,0.6666666666666666,0.7692307692307692,0.0010251153254741,0.3333333333333333,0.998974884674526,0.8328207756705963,0.7757131035823726,0.6824149709849351,0.9623611822996754,0.7244176025994208,29,0.6896551724137931,0.9090909090909092,0.0,0.0,0.6896551724137931
high,321,sensor_505_multivar_labeled,drift,0.25,slope_w36_t2.2,42,1344,163,432,0.6996466431095406,0.2048780487804878,0.0886075949367088,0.1237113402061855,0.1081619110816191,0.9113924050632912,0.8918380889183809,0.4902228419275449,-0.027389872973157,0.1021678977827074,0.4861273270448175,0.2321538920264155,3,1.0,0.2093023255813953,13.666666666666666,3.0,1.0
high,321,sensor_505_multivar_labeled,flat,0.675,flat_std_w18,0,1980,1,0,0.9994952044422007,0.0,0.0,0.0,0.000504795557799,0.0,0.9994952044422007,0.4997476022211004,0.0,-5.047955577990914e-05,,,0,,,,,
high,321,sensor_505_multivar_labeled,dropout,0.625,dropout_w24,0,1953,28,0,0.9858657243816256,0.0,0.0,0.0,0.0141342756183745,0.0,0.9858657243816256,0.4929328621908127,0.0,-0.0014134275618374,,,0,,,,,
high,321,sensor_506_multivar_labeled,spike,0.775,z_w21_t3,45,5663,4,17,0.9963344388200384,0.9183673469387756,0.7258064516129032,0.8108108108108109,0.0007058408328921,0.2741935483870967,0.9992941591671078,0.8625503053900055,0.8147014966818914,0.720291318306263,0.9360388667839272,0.7005229940903754,62,0.7258064516129032,0.9183673469387756,0.0,0.0,0.7258064516129032
high,321,sensor_506_multivar_labeled,drift,0.05,ewma_s48_w96_t2.2,76,4344,774,535,0.771513353115727,0.0894117647058823,0.1243862520458265,0.1040383299110198,0.1512309495896834,0.8756137479541735,0.8487690504103166,0.4865776512280715,-0.0233106502951348,0.0824217938206209,0.4863477255909472,0.1044907094912135,1,1.0,0.0884353741496598,3.0,3.0,1.0
high,321,sensor_506_multivar_labeled,flat,0.75,flat_std_w36,95,5075,44,515,0.9024262524000698,0.6834532374100719,0.1557377049180328,0.253671562082777,0.0085954287946864,0.8442622950819673,0.9914045712053136,0.5735711380616731,0.2949725808228554,0.2625319571447016,0.7777146535408107,0.4461631061054473,2,1.0,0.6842105263157895,36.5,36.5,1.0
high,321,sensor_506_multivar_labeled,dropout,0.7999999999999999,dropout_w24,0,5657,72,0,0.9874323616687032,0.0,0.0,0.0,0.0125676383312969,0.0,0.9874323616687032,0.4937161808343515,0.0,-0.0012567638331296,,,0,,,,,
high,321,sensor_507_multivar_labeled,spike,0.7,z_w21_t3,17,1973,3,4,0.9964947421131698,0.85,0.8095238095238095,0.8292682926829269,0.0015182186234817,0.1904761904761904,0.9984817813765182,0.904002795450164,0.8277499264579034,0.7433760527021118,0.9599238480817428,0.7811364286200938,21,0.8095238095238095,0.85,0.0,0.0,0.8095238095238095
high,321,sensor_507_multivar_labeled,drift,0.25,ewma_s48_w96_t2.2,28,1530,145,294,0.7801702553830746,0.1618497109826589,0.0869565217391304,0.1131313131313131,0.0865671641791044,0.9130434782608696,0.9134328358208956,0.500194678780013,0.0005090359848556,0.0926167876603184,0.4873913043478261,0.1616213263845326,3,1.0,0.1666666666666666,16.333333333333332,12.0,0.6666666666666666
high,321,sensor_507_multivar_labeled,flat,0.825,flat_std_w36,73,1705,80,139,0.8903355032548823,0.477124183006536,0.3443396226415094,0.3999999999999999,0.0448179271708683,0.6556603773584906,0.9551820728291316,0.6497608477353205,0.3468879008980969,0.3503887215263463,0.6586055176787696,0.2546308811377099,2,0.5,0.3333333333333333,16.0,16.0,0.5
high,321,sensor_507_multivar_labeled,dropout,0.725,flat_std_w18,63,1885,33,16,0.9754631947921882,0.65625,0.7974683544303798,0.7200000000000001,0.0172054223149113,0.2025316455696202,0.9827945776850886,0.8901314660577342,0.7109714272689589,0.6599574640976228,0.9554817122266074,0.584569695647355,1,1.0,0.25,8.0,8.0,1.0
high,321,sensor_508_multivar_labeled,spike,0.775,z_w21_t3,14,1919,1,7,0.9958784131890778,0.9333333333333332,0.6666666666666666,0.7777777777777778,0.0005208333333333,0.3333333333333333,0.9994791666666668,0.8330729166666666,0.7869657046757224,0.6899479166666668,0.9409226190476188,0.6316413410421338,21,0.6666666666666666,0.9333333333333332,0.0,0.0,0.6666666666666666
high,321,sensor_508_multivar_labeled,drift,0.05,slope_w36_t2.2,8,1599,274,60,0.8279237506439979,0.0283687943262411,0.1176470588235294,0.0457142857142857,0.1462893753336892,0.8823529411764706,0.8537106246663108,0.4856788417449201,-0.0149445807996168,0.0454919278340546,0.4899893219434063,0.0393666568835372,1,1.0,0.0660377358490566,5.0,5.0,1.0
high,321,sensor_508_multivar_labeled,flat,0.775,flat_std_w18,71,1833,5,32,0.9809376609994848,0.9342105263157896,0.6893203883495146,0.7932960893854749,0.0027203482045701,0.3106796116504854,0.9972796517954298,0.8433000200724722,0.7935037365342977,0.7036389008552295,0.9539891397360998,0.8323761036896592,1,1.0,0.5,15.0,15.0,1.0
high,321,sensor_508_multivar_labeled,dropout,0.75,dropout_w24,0,1936,5,0,0.9974240082431736,0.0,0.0,0.0,0.0025759917568263,0.0,0.9974240082431736,0.4987120041215868,0.0,-0.0002575991756826,,,0,,,,,
high,321,sensor_509_multivar_labeled,spike,0.775,z_w21_t3,123,12681,1,40,0.996808096535617,0.9919354838709676,0.754601226993865,0.8571428571428571,7.885191610156126e-05,0.2453987730061349,0.9999211480838984,0.8772611875388817,0.8637505379808501,0.7608770912014803,0.964024659848314,0.8381051675426725,162,0.7592592592592593,0.9919354838709676,0.0,0.0,0.7592592592592593
high,321,sensor_509_multivar_labeled,drift,0.25,ewma_s48_w96_t2.2,0,12241,604,0,0.9529778123783572,0.0,0.0,0.0,0.0470221876216426,0.0,0.9529778123783572,0.4764889061891786,0.0,-0.0047022187621642,,,0,,,,,
high,321,sensor_509_multivar_labeled,flat,0.7999999999999999,flat_std_w18,205,10732,743,1165,0.8514597119501751,0.2162447257383966,0.1496350364963503,0.176876617773943,0.0647494553376906,0.8503649635036497,0.9352505446623094,0.5424427905793299,0.1002184444614507,0.1504467522741699,0.6783660766820923,0.2158548702380354,2,1.0,0.509090909090909,109.5,109.5,0.5
high,321,sensor_509_multivar_labeled,dropout,0.875,dropout_w24,497,11995,337,16,0.9725184896847022,0.5959232613908872,0.9688109161793372,0.7379361544172234,0.0273272786247161,0.0311890838206627,0.9726727213752838,0.9707418187773104,0.7481963899734786,0.7093703056877131,0.9796105664023104,0.5847216110235252,1,1.0,0.0263157894736842,7.0,7.0,1.0
high,321,sensor_510_multivar_labeled,spike,0.7999999999999999,z_w21_t3,86,9508,1,21,0.997712146422629,0.9885057471264368,0.8037383177570093,0.8865979381443299,0.000105163529288,0.1962616822429906,0.999894836470712,0.9018165771138608,0.8902948644412052,0.7883559132080878,0.9690765167873424,0.8781502203184397,106,0.8113207547169812,0.9885057471264368,0.0,0.0,0.8113207547169812
high,321,sensor_510_multivar_labeled,drift,0.75,ewma_s24_w48_t2.5,2,6281,4,3329,0.6533901830282862,0.3333333333333333,0.0006004202942059,0.0011986814504045,0.0006364359586316,0.999399579705794,0.9993635640413684,0.4999819921677871,-0.0006862685070006,0.0506558891450806,0.4887068203112107,0.3430655546094077,4,0.25,0.3333333333333333,399.0,399.0,0.0
high,321,sensor_510_multivar_labeled,flat,0.7,flat_std_w36,0,8470,634,512,0.8808236272878536,0.0,0.0,0.0,0.0696397188049209,1.0,0.9303602811950792,0.4651801405975395,-0.0630052819727007,-0.006963971880492,0.4194074205019772,0.052577133957232,1,0.0,0.0,,,0.0
high,321,sensor_510_multivar_labeled,dropout,0.85,dropout_w24,364,9090,142,20,0.983153078202995,0.7193675889328063,0.9479166666666666,0.8179775280898876,0.0153812824956672,0.0520833333333333,0.9846187175043328,0.9662676920854996,0.8177948718018598,0.7588318977308036,0.9853360480755344,0.7044307516730448,1,1.0,0.0909090909090909,9.0,9.0,1.0
high,321,sensor_511_multivar_labeled,spike,0.9,z_w21_t3,40,4005,0,16,0.9960600837232207,1.0,0.7142857142857143,0.8333333333333333,0.0,0.2857142857142857,1.0,0.8571428571428572,0.8434710979576299,0.7392857142857143,0.9550829320492245,0.8037830603652111,55,0.7272727272727273,1.0,0.0,0.0,0.7272727272727273
high,321,sensor_511_multivar_labeled,drift,0.05,slope_w36_t2.2,0,3357,704,0,0.8266436838217188,0.0,0.0,0.0,0.1733563161782812,0.0,0.8266436838217188,0.4133218419108594,0.0,-0.0173356316178281,,,0,,,,,
high,321,sensor_511_multivar_labeled,flat,0.775,flat_std_w36,7,3466,41,547,0.8552080768283674,0.1458333333333333,0.0126353790613718,0.0232558139534883,0.0116909039064727,0.9873646209386282,0.9883090960935272,0.5004722375774495,0.0029995638070284,0.034961639606834,0.763230115323762,0.4985660032005206,3,0.3333333333333333,0.2,47.0,47.0,0.0
high,321,sensor_511_multivar_labeled,dropout,0.85,dropout_w24,0,4011,50,0,0.9876877616350652,0.0,0.0,0.0,0.0123122383649347,0.0,0.9876877616350652,0.4938438808175326,0.0,-0.0012312238364934,,,0,,,,,
high,42,sensor_501_multivar_labeled,spike,0.775,z_w21_t3,10,1717,1,17,0.9896848137535816,0.9090909090909092,0.3703703703703703,0.5263157894736842,0.0005820721769499,0.6296296296296297,0.99941792782305,0.6848941490967102,0.5766678460806985,0.4842586455202103,0.9265942310179796,0.4673147799895835,27,0.3703703703703703,0.9090909090909092,0.0,0.0,0.3703703703703703
high,42,sensor_501_multivar_labeled,drift,0.4999999999999999,slope_w36_t2.2,6,1503,56,180,0.864756446991404,0.0967741935483871,0.032258064516129,0.0483870967741935,0.0359204618345093,0.967741935483871,0.9640795381654907,0.4981688013408099,-0.0061053010585132,0.0423756957520329,0.48551249422362,0.1069835651851188,1,1.0,0.0833333333333333,9.0,9.0,1.0
high,42,sensor_501_multivar_labeled,flat,0.675,flat_std_w36,61,1580,72,32,0.9404011461318053,0.4586466165413533,0.6559139784946236,0.5398230088495576,0.0435835351089588,0.3440860215053763,0.9564164648910412,0.8061652216928323,0.5183510808508314,0.5041331865009951,0.8726210002863912,0.3830094190328513,1,1.0,0.3333333333333333,15.0,15.0,1.0
high,42,sensor_501_multivar_labeled,dropout,0.775,flat_std_w18,95,1598,9,43,0.9702005730659026,0.9134615384615384,0.6884057971014492,0.7851239669421487,0.0056004978220286,0.3115942028985507,0.9943995021779714,0.8414026496397102,0.7783472663154039,0.6962867052414297,0.9323521189001018,0.7875217966835976,2,1.0,0.5,10.5,10.5,1.0
high,42,sensor_502_multivar_labeled,spike,0.85,z_w21_t3,15,1923,0,9,0.99537750385208,1.0,0.625,0.7692307692307693,0.0,0.375,1.0,0.8125,0.788725877169483,0.6836538461538463,0.9607925983706016,0.6960651258761561,24,0.625,1.0,0.0,0.0,0.625
high,42,sensor_502_multivar_labeled,drift,0.7999999999999999,slope_w36_t2.2,0,1945,2,0,0.9989727786337956,0.0,0.0,0.0,0.0010272213662044,0.0,0.9989727786337956,0.4994863893168978,0.0,-0.0001027221366204,,,0,,,,,
high,42,sensor_502_multivar_labeled,flat,0.775,flat_std_w18,60,1661,80,146,0.8839239856189008,0.4285714285714285,0.2912621359223301,0.3468208092485549,0.0459506031016657,0.7087378640776699,0.9540493968983343,0.6226557664103323,0.2920840674344553,0.3031386589140964,0.9159142998946036,0.5430994019728776,2,1.0,0.4444444444444444,19.5,19.5,0.5
high,42,sensor_502_multivar_labeled,dropout,0.7,flat_std_w18,58,1773,108,8,0.9404211607601438,0.3493975903614458,0.8787878787878788,0.5,0.0574162679425837,0.1212121212121212,0.9425837320574164,0.9106858054226477,0.5322553678108917,0.5353043753963221,0.9295184701883266,0.3168710405859572,1,1.0,0.1428571428571428,0.0,0.0,1.0
high,42,sensor_505_multivar_labeled,spike,0.65,z_w21_t3,12,1959,1,9,0.9949520444220092,0.9230769230769232,0.5714285714285714,0.7058823529411765,0.0005102040816326,0.4285714285714285,0.9994897959183674,0.7854591836734695,0.7241482325401116,0.627486148305476,0.9442784256559766,0.5940819541112843,21,0.5714285714285714,0.9230769230769232,0.0,0.0,0.5714285714285714
high,42,sensor_505_multivar_labeled,drift,0.05,slope_w36_t2.2,35,1452,266,228,0.7506309944472489,0.1162790697674418,0.1330798479087452,0.1241134751773049,0.1548311990686845,0.8669201520912547,0.8451688009313155,0.4891243244200304,-0.0205606956820301,0.0977337587606586,0.4887259480251597,0.1300498534696059,2,1.0,0.196078431372549,22.5,22.5,0.5
high,42,sensor_505_multivar_labeled,flat,0.75,flat_std_w36,0,1876,0,105,0.9469964664310954,0.0,0.0,0.0,0.0,1.0,1.0,0.5,0.0,0.0,0.920281246827089,0.8115297031821573,1,0.0,0.0,,,0.0
high,42,sensor_505_multivar_labeled,dropout,0.7999999999999999,dropout_w24,0,1978,3,0,0.9984856133266028,0.0,0.0,0.0,0.0015143866733972,0.0,0.9984856133266028,0.4992428066633013,0.0,-0.0001514386673397,,,0,,,,,
high,42,sensor_506_multivar_labeled,spike,0.7999999999999999,z_w21_t3,47,5662,4,16,0.9965089893524176,0.9215686274509804,0.746031746031746,0.8245614035087719,0.000705965407695,0.2539682539682539,0.9992940345923048,0.8726628903120255,0.8275074669682018,0.7330268529653488,0.9291247149524592,0.7239978150428172,63,0.746031746031746,0.9215686274509804,0.0,0.0,0.746031746031746
