scenario,seed,sensor,expert,threshold,best_action,tp,tn,fp,fn,accuracy,precision,recall,f1,fpr,fnr,specificity,balanced_accuracy,mcc,reward,roc_auc,pr_auc,n_events,event_detection_rate,event_precision,mean_detection_delay,median_detection_delay,early_detection_rate
low,42,sensor_505_multivar_labeled,spike,0.7,z_w21_t3,1,1977,1,2,0.9984856133266028,0.5,0.3333333333333333,0.4,0.0005055611729019,0.6666666666666666,0.999494438827098,0.6664138860802157,0.4075261053390414,0.3549494438827098,0.9287158746208292,0.3393034825870646,3,0.3333333333333333,0.5,0.0,0.0,0.3333333333333333
low,42,sensor_505_multivar_labeled,drift,0.725,slope_w36_t2.2,3,1863,14,101,0.9419485108531044,0.1764705882352941,0.0288461538461538,0.0495867768595041,0.0074587107085775,0.971153846153846,0.9925412892914224,0.5106937215687881,0.0517145168335667,0.0566926129050593,0.4547533912544567,0.0562475740281272,2,0.5,0.1428571428571428,24.0,24.0,0.0
low,42,sensor_505_multivar_labeled,flat,0.25,flat_std_w18,0,1875,106,0,0.9464916708732964,0.0,0.0,0.0,0.0535083291267036,0.0,0.9464916708732964,0.4732458354366481,0.0,-0.0053508329126703,,,0,,,,,
low,42,sensor_505_multivar_labeled,dropout,0.3999999999999999,dropout_w12,0,1878,103,0,0.9480060575466936,0.0,0.0,0.0,0.0519939424533064,0.0,0.9480060575466936,0.4740030287733467,0.0,-0.0051993942453306,,,0,,,,,
low,42,sensor_506_multivar_labeled,spike,0.875,z_w21_t3,11,5708,3,7,0.9982544946762087,0.7857142857142857,0.6111111111111112,0.6875000000000001,0.0005253020486779,0.3888888888888889,0.999474697951322,0.8052929045312166,0.692096899792893,0.6105129459856085,0.9738856787097026,0.5992947349591852,17,0.6470588235294118,0.7857142857142857,0.0909090909090909,0.0,0.6470588235294118
low,42,sensor_506_multivar_labeled,drift,0.775,mean_shift_12_72,0,5718,11,0,0.9980799441438296,0.0,0.0,0.0,0.0019200558561703,0.0,0.9980799441438296,0.4990399720719148,0.0,-0.000192005585617,,,0,,,,,
low,42,sensor_506_multivar_labeled,flat,0.25,low_range_w24,0,4562,1167,0,0.7962995287135626,0.0,0.0,0.0,0.2037004712864374,0.0,0.7962995287135626,0.3981497643567813,0.0,-0.0203700471286437,,,0,,,,,
low,42,sensor_506_multivar_labeled,dropout,0.7999999999999999,dropout_w24,93,5529,71,36,0.9813230930354336,0.5670731707317073,0.7209302325581395,0.6348122866894198,0.0126785714285714,0.2790697674418604,0.9873214285714286,0.8541258305647841,0.6301181105537768,0.5857377172445797,0.9668196290143964,0.5033056490318404,2,1.0,0.1818181818181818,7.0,7.0,1.0
low,42,sensor_507_multivar_labeled,spike,0.725,z_w21_t3,2,1990,1,4,0.9974962443665498,0.6666666666666666,0.3333333333333333,0.4444444444444444,0.0005022601707684,0.6666666666666666,0.9994977398292316,0.6664155365812824,0.4703400014528066,0.3999497739829231,0.810689770634522,0.2441002683111128,6,0.3333333333333333,0.6666666666666666,0.0,0.0,0.3333333333333333
low,42,sensor_507_multivar_labeled,drift,0.25,ewma_s24_w48_t2.5,8,1768,176,45,0.8893340010015023,0.0434782608695652,0.1509433962264151,0.0675105485232067,0.0905349794238683,0.8490566037735849,0.9094650205761317,0.5302042084012734,0.0335718833425926,0.0731310068914155,0.5047849211895333,0.0290965570587218,1,1.0,0.0410958904109589,34.0,34.0,0.0
low,42,sensor_507_multivar_labeled,flat,0.1,low_range_w24,0,1830,167,0,0.916374561842764,0.0,0.0,0.0,0.0836254381572358,0.0,0.916374561842764,0.458187280921382,0.0,-0.0083625438157235,,,0,,,,,
low,42,sensor_507_multivar_labeled,dropout,0.7999999999999999,dropout_w24,0,1919,40,38,0.9609414121181772,0.0,0.0,0.0,0.0204185809086268,1.0,0.9795814190913732,0.4897907095456866,-0.0199117377241826,-0.0020418580908626,0.7133876037720641,0.0703039697893604,2,0.0,0.0,,,0.0
low,42,sensor_508_multivar_labeled,spike,0.775,z_w21_t3,0,1936,1,4,0.9974240082431736,0.0,0.0,0.0,0.0005162622612287,1.0,0.9994837377387712,0.4997418688693856,-0.0010317258698775,-5.1626226122870425e-05,0.8735157459989675,0.0130257849763824,4,0.0,0.0,,,0.0
low,42,sensor_508_multivar_labeled,drift,0.25,mean_shift_12_72,3,1737,153,48,0.8964451313755796,0.0192307692307692,0.0588235294117647,0.0289855072463768,0.0809523809523809,0.9411764705882352,0.919047619047619,0.4889355742296918,-0.0130194745175769,0.0254799143737762,0.4977435418611889,0.0274594863562231,1,1.0,0.0350877192982456,23.0,23.0,0.0
low,42,sensor_508_multivar_labeled,flat,0.4499999999999999,flat_std_w18,12,1862,29,38,0.9654817104585264,0.2926829268292683,0.24,0.2637362637362637,0.0153358011634056,0.76,0.9846641988365944,0.6123320994182972,0.2475118003096322,0.2330501775893683,0.6126335272342676,0.0906406872538897,2,0.5,0.4,6.0,6.0,0.0
low,42,sensor_508_multivar_labeled,dropout,0.35,dropout_w12,0,1841,100,0,0.9484801648634724,0.0,0.0,0.0,0.0515198351365275,0.0,0.9484801648634724,0.4742400824317362,0.0,-0.0051519835136527,,,0,,,,,
low,42,sensor_509_multivar_labeled,spike,0.7999999999999999,z_w21_t3,31,12809,0,5,0.9996107434799532,1.0,0.8611111111111112,0.9253731343283582,0.0,0.1388888888888889,1.0,0.9305555555555556,0.9277796651617958,0.8247512437810945,0.9815255766344844,0.8856452334839585,36,0.8611111111111112,1.0,0.0,0.0,0.8611111111111112
low,42,sensor_509_multivar_labeled,drift,0.25,mean_shift_12_72,22,11738,765,320,0.9155313351498636,0.0279542566709021,0.0643274853801169,0.0389725420726306,0.0611853155242741,0.935672514619883,0.9388146844757258,0.5015710849279214,0.0021092342780013,0.0349104964949267,0.4985198873907689,0.0282280637039749,1,1.0,0.0296296296296296,21.0,21.0,1.0
low,42,sensor_509_multivar_labeled,flat,0.7999999999999999,flat_std_w18,0,12117,728,0,0.943324250681199,0.0,0.0,0.0,0.056675749318801,0.0,0.943324250681199,0.4716621253405995,0.0,-0.0056675749318801,,,0,,,,,
low,42,sensor_509_multivar_labeled,dropout,0.85,dropout_w24,109,12257,460,19,0.9627092253795252,0.1915641476274165,0.8515625,0.3127690100430416,0.0361720531571911,0.1484375,0.9638279468428088,0.9076952234214044,0.3936210960534637,0.421332221347762,0.952032097782496,0.1781975401678961,1,1.0,0.0172413793103448,8.0,8.0,1.0
low,42,sensor_510_multivar_labeled,spike,0.775,z_w21_t3,24,9580,5,7,0.9987520798668884,0.8275862068965517,0.7741935483870968,0.7999999999999999,0.0005216484089723,0.2258064516129032,0.9994783515910276,0.8868359499890621,0.799822037927941,0.7163438307097146,0.9525047537314688,0.8018643631485582,31,0.7741935483870968,0.8275862068965517,0.0,0.0,0.7741935483870968
low,42,sensor_510_multivar_labeled,drift,0.25,slope_w36_t2.2,2,8876,676,62,0.923252911813644,0.0029498525073746,0.03125,0.0053908355795148,0.0707705192629815,0.96875,0.9292294807370184,0.4802397403685092,-0.012552342013864,0.0051663019605897,0.4675640572654941,0.0065397702452647,1,1.0,0.0065573770491803,35.0,35.0,0.0
low,42,sensor_510_multivar_labeled,flat,0.775,flat_std_w36,0,9202,286,128,0.956946755407654,0.0,0.0,0.0,0.0301433389544688,1.0,0.9698566610455313,0.4849283305227655,-0.0203357334855596,-0.0030143338954468,0.9013346628636172,0.1781455098328791,1,0.0,0.0,,,0.0
low,42,sensor_510_multivar_labeled,dropout,0.825,flat_std_w18,0,9300,316,0,0.9671381031613976,0.0,0.0,0.0,0.0328618968386023,0.0,0.9671381031613976,0.4835690515806988,0.0,-0.0032861896838602,,,0,,,,,
low,42,sensor_511_multivar_labeled,spike,0.9,z_w21_t3,11,4044,0,6,0.9985225313962078,1.0,0.6470588235294118,0.7857142857142858,0.0,0.3529411764705882,1.0,0.8235294117647058,0.8038035940855973,0.6976890756302522,0.9717591784488276,0.7180200260619555,17,0.6470588235294118,1.0,0.0,0.0,0.6470588235294118
low,42,sensor_511_multivar_labeled,drift,0.25,mean_shift_12_72,0,3651,410,0,0.8990396454075351,0.0,0.0,0.0,0.1009603545924649,0.0,0.8990396454075351,0.4495198227037675,0.0,-0.0100960354592464,,,0,,,,,
low,42,sensor_511_multivar_labeled,flat,0.775,dropout_w12,0,3840,113,108,0.9455799064269884,0.0,0.0,0.0,0.0285858841386288,1.0,0.9714141158613712,0.4857070579306856,-0.0279639888514726,-0.0028585884138628,0.857585893507978,0.2019933831412002,2,0.0,0.0,,,0.0
low,42,sensor_511_multivar_labeled,dropout,0.7999999999999999,dropout_w24,55,3907,74,25,0.9756217680374292,0.4263565891472868,0.6875,0.5263157894736842,0.0185882943983923,0.3125,0.9814117056016076,0.8344558528008038,0.530039540124614,0.5051867641954116,0.914746608892238,0.3207569961922011,2,1.0,0.2857142857142857,8.5,8.5,0.5
low,777,sensor_501_multivar_labeled,spike,0.775,z_w21_t3,4,1736,1,4,0.997134670487106,0.8,0.5,0.6153846153846154,0.0005757052389176,0.5,0.9994242947610824,0.7497121473805411,0.6311824886527104,0.5468655063991852,0.9681203223949336,0.5009136212624585,8,0.5,0.8,0.0,0.0,0.5
low,777,sensor_501_multivar_labeled,drift,0.25,ewma_s48_w96_t2.2,6,1522,131,86,0.8756446991404011,0.0437956204379562,0.0652173913043478,0.0524017467248908,0.0792498487598306,0.9347826086956522,0.9207501512401692,0.4929837712722585,-0.0116589856789574,0.0417903616072155,0.4728786922328309,0.0532992001231392,2,1.0,0.0425531914893617,30.5,30.5,0.0
low,777,sensor_501_multivar_labeled,flat,0.5499999999999999,flat_std_w18,3,1686,36,20,0.9679083094555874,0.0769230769230769,0.1304347826086956,0.0967741935483871,0.0209059233449477,0.8695652173913043,0.9790940766550522,0.5547644296318739,0.0845059404283969,0.0921266910833496,0.632429429884361,0.0409259773904099,1,1.0,0.1428571428571428,9.0,9.0,0.0
low,777,sensor_501_multivar_labeled,dropout,0.7999999999999999,dropout_w24,0,1697,13,35,0.9724928366762178,0.0,0.0,0.0,0.0076023391812865,1.0,0.9923976608187136,0.4961988304093567,-0.0123946337785373,-0.0007602339181286,0.6985463659147869,0.0707606547564029,2,0.0,0.0,,,0.0
low,777,sensor_502_multivar_labeled,spike,0.7999999999999999,z_w21_t3,4,1941,0,2,0.9989727786337956,1.0,0.6666666666666666,0.8,0.0,0.3333333333333333,1.0,0.8333333333333333,0.8160762480396754,0.7100000000000001,0.9795637987291774,0.7883528081417264,6,0.6666666666666666,1.0,0.0,0.0,0.6666666666666666
low,777,sensor_502_multivar_labeled,drift,0.2249999999999999,mean_shift_12_72,2,1691,244,10,0.869542886492039,0.008130081300813,0.1666666666666666,0.0155038759689922,0.1260981912144702,0.8333333333333334,0.8739018087855297,0.5202842377260982,0.0095565268588288,0.0455864372597214,0.5138242894056847,0.0072866444654306,1,1.0,0.0121951219512195,10.0,10.0,0.0
low,777,sensor_502_multivar_labeled,flat,0.25,flat_std_w18,17,1752,170,8,0.9085772984078068,0.0909090909090909,0.68,0.160377358490566,0.0884495317377731,0.32,0.9115504682622269,0.7957752341311135,0.226027541533632,0.280961221783341,0.8590322580645161,0.0980446044312204,1,1.0,0.0769230769230769,1.0,1.0,1.0
low,777,sensor_502_multivar_labeled,dropout,0.2749999999999999,dropout_w12,9,1738,190,10,0.8972778633795583,0.0452261306532663,0.4736842105263157,0.0825688073394495,0.0985477178423236,0.5263157894736842,0.9014522821576764,0.6875682463419961,0.1217369387484927,0.1761903742744046,0.6547554051102861,0.024770737940406,1,1.0,0.0625,6.0,6.0,0.0
low,777,sensor_505_multivar_labeled,spike,0.675,z_w21_t3,2,1977,2,0,0.9989904088844018,0.5,1.0,0.6666666666666666,0.001010611419909,0.0,0.998989388580091,0.9994946942900456,0.7067493857726694,0.674898938858009,1.0,1.0,2,1.0,0.5,0.0,0.0,1.0
low,777,sensor_505_multivar_labeled,drift,0.525,slope_w36_t2.2,0,1953,28,0,0.9858657243816256,0.0,0.0,0.0,0.0141342756183745,0.0,0.9858657243816256,0.4929328621908127,0.0,-0.0014134275618374,,,0,,,,,
low,777,sensor_505_multivar_labeled,flat,0.7999999999999999,flat_std_w36,0,1955,0,26,0.9868753154972236,0.0,0.0,0.0,0.0,1.0,1.0,0.5,0.0,0.0,0.7118237261459768,0.0613460082320506,1,0.0,0.0,,,0.0
low,777,sensor_505_multivar_labeled,dropout,0.7999999999999999,dropout_w24,0,1938,5,38,0.9782937910146392,0.0,0.0,0.0,0.0025733401955738,1.0,0.997426659804426,0.498713329902213,-0.0070347218461957,-0.0002573340195573,0.7965232819568221,0.0978360813767861,2,0.0,0.0,,,0.0
low,777,sensor_506_multivar_labeled,spike,0.875,z_w21_t3,10,5710,2,7,0.998429045208588,0.8333333333333334,0.5882352941176471,0.6896551724137931,0.0003501400560224,0.4117647058823529,0.9996498599439776,0.7939425770308124,0.6994172414595551,0.6117804018158988,0.95208745262811,0.5963032989960697,17,0.5882352941176471,0.8333333333333334,0.0,0.0,0.5882352941176471
low,777,sensor_506_multivar_labeled,drift,0.25,mean_shift_12_72,0,5035,694,0,0.8788619305288881,0.0,0.0,0.0,0.1211380694711118,0.0,0.8788619305288881,0.439430965264444,0.0,-0.0121138069471111,,,0,,,,,
low,777,sensor_506_multivar_labeled,flat,0.65,flat_std_w18,0,5444,285,0,0.9502530982719496,0.0,0.0,0.0,0.0497469017280502,0.0,0.9502530982719496,0.4751265491359748,0.0,-0.004974690172805,,,0,,,,,
low,777,sensor_506_multivar_labeled,dropout,0.775,dropout_w12,79,5526,89,35,0.9783557339849888,0.4702380952380952,0.6929824561403509,0.5602836879432624,0.0158504007123775,0.3070175438596491,0.9841495992876224,0.8385660277139867,0.5604922234431362,0.5289730706310499,0.8836528096733375,0.3591422873444182,2,1.0,0.1666666666666666,9.5,9.5,1.0
low,777,sensor_507_multivar_labeled,spike,0.7999999999999999,z_w21_t3,1,1992,1,3,0.9979969954932398,0.5,0.25,0.3333333333333333,0.0005017561465127,0.75,0.9994982438534872,0.6247491219267436,0.3526668918365326,0.2999498243853487,0.9711490215755144,0.2529498525073747,4,0.25,0.5,0.0,0.0,0.25
low,777,sensor_507_multivar_labeled,drift,0.25,ewma_s48_w96_t2.2,0,1854,143,0,0.928392588883325,0.0,0.0,0.0,0.071607411116675,0.0,0.928392588883325,0.4641962944416625,0.0,-0.0071607411116675,,,0,,,,,
low,777,sensor_507_multivar_labeled,flat,0.775,flat_std_w18,0,1965,32,0,0.9839759639459188,0.0,0.0,0.0,0.0160240360540811,0.0,0.9839759639459188,0.4919879819729594,0.0,-0.0016024036054081,,,0,,,,,
low,777,sensor_507_multivar_labeled,dropout,0.3999999999999999,dropout_w12,0,1882,115,0,0.942413620430646,0.0,0.0,0.0,0.057586379569354,0.0,0.942413620430646,0.4712068102153229,0.0,-0.0057586379569354,,,0,,,,,
low,777,sensor_508_multivar_labeled,spike,0.775,z_w21_t3,5,1932,1,3,0.9979392065945388,0.8333333333333334,0.625,0.7142857142857143,0.0005173305742369,0.375,0.999482669425763,0.8122413347128815,0.7207177216749378,0.6338768383711477,0.9776254526642524,0.4985395189003436,8,0.625,0.8333333333333334,0.0,0.0,0.625
low,777,sensor_508_multivar_labeled,drift,0.05,mean_shift_12_72,0,1667,274,0,0.8588356517259145,0.0,0.0,0.0,0.1411643482740855,0.0,0.8588356517259145,0.4294178258629572,0.0,-0.0141164348274085,,,0,,,,,
low,777,sensor_508_multivar_labeled,flat,0.2249999999999999,flat_std_w18,0,1837,104,0,0.9464193714580114,0.0,0.0,0.0,0.0535806285419886,0.0,0.9464193714580114,0.4732096857290057,0.0,-0.0053580628541988,,,0,,,,,
low,777,sensor_508_multivar_labeled,dropout,0.15,dropout_w12,0,1845,96,0,0.9505409582689336,0.0,0.0,0.0,0.0494590417310664,0.0,0.9505409582689336,0.4752704791344668,0.0,-0.0049459041731066,,,0,,,,,
low,777,sensor_509_multivar_labeled,spike,0.75,z_w21_t3,48,12792,0,5,0.9996107434799532,1.0,0.9056603773584906,0.9504950495049505,0.0,0.0943396226415094,1.0,0.9528301886792452,0.9514759696589624,0.8494208854847749,0.98586749383459,0.9171554689748472,53,0.9056603773584906,1.0,0.0,0.0,0.9056603773584906
low,777,sensor_509_multivar_labeled,drift,0.775,slope_w36_t2.2,0,12413,5,427,0.9663682366679642,0.0,0.0,0.0,0.0004026413271058,1.0,0.9995973586728942,0.4997986793364471,-0.0036592375177603,-4.0264132710581415e-05,0.5285864969751923,0.0356259499583218,2,0.0,0.0,,,0.0
low,777,sensor_509_multivar_labeled,flat,0.7999999999999999,flat_std_w18,0,12127,718,0,0.9441027637212924,0.0,0.0,0.0,0.0558972362787076,0.0,0.9441027637212924,0.4720513818606461,0.0,-0.0055897236278707,,,0,,,,,
low,777,sensor_509_multivar_labeled,dropout,0.75,dropout_w24,118,12226,491,10,0.9609964966913196,0.1937602627257799,0.921875,0.3202170963364993,0.0386097350003931,0.078125,0.9613902649996068,0.9416326324998034,0.4128193938674542,0.4458632592602523,0.9562707030942832,0.1864837251885809,1,1.0,0.0169491525423728,2.0,2.0,1.0
low,777,sensor_510_multivar_labeled,spike,0.85,z_w21_t3,28,9577,2,9,0.9988560732113144,0.9333333333333332,0.7567567567567568,0.835820895522388,0.000208790061593,0.2432432432432432,0.999791209938407,0.8782739833475819,0.8398816202357526,0.7431255510059424,0.9752851818307504,0.811318700746345,36,0.75,0.9310344827586208,0.0,0.0,0.75
low,777,sensor_510_multivar_labeled,drift,0.25,ewma_s24_w48_t2.5,12,8746,358,500,0.9107737104825292,0.0324324324324324,0.0234375,0.0272108843537414,0.039323374340949,0.9765625,0.960676625659051,0.4920570628295255,-0.0185431888501834,0.0202086753899536,0.4876962135462434,0.0520047269091863,2,1.0,0.0410447761194029,33.0,33.0,1.0
low,777,sensor_510_multivar_labeled,flat,0.775,flat_std_w36,22,9078,297,219,0.9463394342762064,0.0689655172413793,0.0912863070539419,0.0785714285714285,0.03168,0.908713692946058,0.96832,0.5298031535269709,0.0520259019543047,0.0699198625595323,0.933170899031812,0.267338193374723,1,1.0,0.0571428571428571,90.0,90.0,0.0
low,777,sensor_510_multivar_labeled,dropout,0.7,flat_std_w18,0,9268,348,0,0.9638103161397672,0.0,0.0,0.0,0.0361896838602329,0.0,0.9638103161397672,0.4819051580698835,0.0,-0.0036189683860232,,,0,,,,,
low,777,sensor_511_multivar_labeled,spike,0.875,z_w21_t3,8,4047,0,6,0.9985225313962078,1.0,0.5714285714285714,0.7272727272727273,0.0,0.4285714285714285,1.0,0.7857142857142857,0.7553692058854118,0.6487012987012987,0.9695718168661088,0.7076217212641243,14,0.5714285714285714,1.0,0.0,0.0,0.5714285714285714
low,777,sensor_511_multivar_labeled,drift,0.525,mean_shift_12_72,5,3840,86,130,0.9468111302634818,0.0549450549450549,0.037037037037037,0.0442477876106194,0.0219052470708099,0.9629629629629628,0.97809475292919,0.5075658949831136,0.0183280553131634,0.0370738490705671,0.4940859606422519,0.0345821841785671,2,0.5,0.0526315789473684,77.0,77.0,0.0
low,777,sensor_511_multivar_labeled,flat,0.4499999999999999,flat_std_w18,0,3634,427,0,0.8948534843634572,0.0,0.0,0.0,0.1051465156365427,0.0,0.8948534843634572,0.4474267421817286,0.0,-0.0105146515636542,,,0,,,,,
low,777,sensor_511_multivar_labeled,dropout,0.875,dropout_w24,24,3953,68,16,0.9793154395469096,0.2608695652173913,0.6,0.3636363636363636,0.0169112161153941,0.4,0.983088783884606,0.7915443919423029,0.386987784647062,0.3810756768074329,0.9223949266351652,0.2105323021615849,1,1.0,0.1666666666666666,5.0,5.0,1.0
low,999,sensor_501_multivar_labeled,spike,0.725,z_w21_t3,0,1740,1,4,0.997134670487106,0.0,0.0,0.0,0.0005743825387708,1.0,0.9994256174612292,0.4997128087306146,-0.0011477766089138,-5.743825387708214e-05,0.9149913842619184,0.0157480314960629,4,0.0,0.0,,,0.0
low,999,sensor_501_multivar_labeled,drift,0.75,ewma_s24_w48_t2.5,5,1643,10,87,0.9444126074498568,0.3333333333333333,0.0543478260869565,0.0934579439252336,0.0060496067755595,0.9456521739130436,0.9939503932244405,0.5241491096556985,0.1169210693101978,0.1077554619148861,0.5144927536231884,0.0728052290056979,2,1.0,0.2857142857142857,32.0,32.0,0.0
low,999,sensor_501_multivar_labeled,flat,0.35,low_range_w24,6,1600,122,17,0.9203438395415472,0.046875,0.2608695652173913,0.0794701986754966,0.0708478513356562,0.7391304347826086,0.9291521486643438,0.5950108569408675,0.0831234820643049,0.1139689238356252,0.6925213351512397,0.0632108540151807,1,1.0,0.0909090909090909,6.0,6.0,0.0
low,999,sensor_501_multivar_labeled,dropout,0.35,dropout_w12,0,1648,97,0,0.9444126074498568,0.0,0.0,0.0,0.0555873925501432,0.0,0.9444126074498568,0.4722063037249284,0.0,-0.0055587392550143,,,0,,,,,
